id,type,score,display_name,requirement,中文显示
END_STONE_BRICKS,block,-1,,,末地石砖
SHULKER_BOX,block,-1,,,潜影盒
DRAGON_HEAD,block,-1,,,龙首
DEEPSLATE_COAL_ORE,block,3,,,深层煤矿石
ZOMBIE_HEAD,block,30,,,僵尸的头
PHANTOM_MEMBRANE,block,7,,,幻翼膜
ENCHANTED_GOLDEN_APPLE,block,3,,,附魔金苹果
MYCELIUM,block,4,,,菌丝体
SLIME_BLOCK,block,2,,,黏液块
SILENCE_ARMOR_TRIM_SMITHING_TEMPLATE,block,4,,,幽静盔甲纹饰
OBTAIN_WOODEN_TOOLS,goal,1,Obtain all Wooden Tools,"item:WOODEN_SWORD,WOODEN_PICKAXE,WOODEN_AXE,WOODEN_SHOVEL,WOODEN_HOE",获得全套木质工具
OBTAIN_STONE_TOOLS,goal,1,Obtain all Stone Tools,"item:STONE_SWORD,STONE_PICKAXE,STONE_AXE,STONE_SHOVEL,STONE_HOE",获得全套石质工具
OBTAIN_IRON_TOOLS,goal,1,Obtain all Iron Tools,"item:IRON_SWORD,IRON_PICKAXE,IRON_AXE,IRON_SHOVEL,IRON_HOE",获得全套铁质工具
OBTAIN_GOLDEN_TOOLS,goal,1,Obtain all Golden Tools,"item:GOLDEN_SWORD,GOLDEN_PICKAXE,GOLDEN_AXE,GOLDEN_SHOVEL,GOLDEN_HOE",获得全套金质工具
OBTAIN_DIAMOND_TOOLS,goal,2,Obtain all Diamond Tools,"item:DIAMOND_SWORD,DIAMOND_PICKAXE,DIAMOND_AXE,DIAMOND_SHOVEL,DIAMOND_HOE",获得全套钻石工具
OBTAIN_COPPER_TOOLS,goal,1,Obtain all Copper Tools,"item:COPPER_SWORD,COPPER_PICKAXE,COPPER_AXE,COPPER_SHOVEL,COPPER_HOE,COPPER_SPEAR",获得全套铜质工具
MINE_DIAMOND_ORE,goal,1,Mine Diamond Ore,item:DIAMOND_ORE,挖掘钻石矿石
MINE_EMERALD_ORE,goal,2,Mine Emerald Ore,item:EMERALD_ORE,挖掘绿宝石矿石
MINE_MOB_SPAWNER,goal,1,Mine a Spawner,item:SPAWNER,挖掘刷怪笼
MINE_CRAFTER,goal,1,Mine Crafter,item:CRAFTER,挖掘合成器
WEAR_LEATHER_ARMOR,goal,2,Wear Full Leather Armor,"equipment-all:LEATHER_HELMET,LEATHER_CHESTPLATE,LEATHER_LEGGINGS,LEATHER_BOOTS",穿上全套皮革盔甲
WEAR_GOLDEN_ARMOR,goal,1,Wear Full Golden Armor,"equipment-all:GOLDEN_HELMET,GOLDEN_CHESTPLATE,GOLDEN_LEGGINGS,GOLDEN_BOOTS",穿上全套金质盔甲
WEAR_CHAIN_ARMOR_PIECE,goal,2,Wear a Chain Armor Piece,"equipment-any:CHAINMAIL_HELMET,CHAINMAIL_CHESTPLATE,CHAINMAIL_LEGGINGS,CHAINMAIL_BOOTS",穿上一件锁链盔甲
WEAR_IRON_ARMOR,goal,1,Wear Full Iron Armor,"equipment-all:IRON_HELMET,IRON_CHESTPLATE,IRON_LEGGINGS,IRON_BOOTS",穿上全套铁质盔甲
WEAR_DIAMOND_ARMOR,goal,2,Wear Full Diamond Armor,"equipment-all:DIAMOND_HELMET,DIAMOND_CHESTPLATE,DIAMOND_LEGGINGS,DIAMOND_BOOTS",穿上全套钻石盔甲
WEAR_COPPER_ARMOR,goal,1,Wear Full Copper Armor,"equipment-all:COPPER_HELMET,COPPER_CHESTPLATE,COPPER_LEGGINGS,COPPER_BOOTS",穿上全套铜质盔甲
TAME_CAT,goal,1,Tame a Cat,tame:CAT,驯服一只猫
TAME_PARROT,goal,2,Tame a Parrot,tame:PARROT,驯服一只鹦鹉
TAME_HORSE,goal,1,Tame a Horse,tame:HORSE,驯服一匹马
TAME_WOLF,goal,1,Tame a Wolf,tame:WOLF,驯服一只狼
TAME_NAUTILUS,goal,2,Tame a Nautilus,tame:NAUTILUS,驯服一只鹦鹉螺
BREED_4_UNIQUE_ANIMALS,goal,1,Breed 4 Unique Animals,breed-unique:4,繁殖 4 种不同动物
BREED_6_UNIQUE_ANIMALS,goal,1,Breed 6 Unique Animals,breed-unique:6,繁殖 6 种不同动物
BREED_8_UNIQUE_ANIMALS,goal,2,Breed 8 Unique Animals,breed-unique:8,繁殖 8 种不同动物
BREED_CHICKEN,goal,1,Breed Chickens,breed:CHICKEN,繁殖鸡
BREED_COW,goal,1,Breed Cows,breed:COW,繁殖牛
BREED_HOGLIN,goal,1,Breed Hoglins,breed:HOGLIN,繁殖疣猪兽
BREED_PIG,goal,1,Breed Pigs,breed:PIG,繁殖猪
BREED_CAMEL,goal,3,Breed Camels,breed:CAMEL,繁殖骆驼
BREED_ARMADILLO,goal,1,Breed Armadillos,breed:ARMADILLO,繁殖犰狳
BREED_RABBIT,goal,1,Breed Rabbits,breed:RABBIT,繁殖兔子
BREED_FOX,goal,1,Breed Foxes,breed:FOX,繁殖狐狸
BREED_SHEEP,goal,1,Breed Sheep,breed:SHEEP,繁殖羊
BREED_STRIDER,goal,2,Breed Striders,breed:STRIDER,繁殖炽足兽
BREED_GOAT,goal,2,Breed Goats,breed:GOAT,繁殖山羊
BREED_FROGS,goal,2,Breed Frogs,breed:FROG,繁殖青蛙
BREED_SNIFFER,goal,10,Breed Sniffers,breed:SNIFFER,繁殖嗅探兽
KILL_WITCH,goal,1,Kill Witch,kill:WITCH,击杀女巫
KILL_BOGGED,goal,1,Kill Bogged,kill:BOGGED,击杀沼骸
KILL_PARCHED,goal,1,Kill Parched,kill:PARCHED,击杀干尸
KILL_ZOMBIE_VILLAGER,goal,2,Kill Zombie Villager,kill:ZOMBIE_VILLAGER,击杀僵尸村民
KILL_STRAY,goal,1,Kill Stray,kill:STRAY,击杀流浪者
KILL_ZOGLIN,goal,2,Kill Zoglin,kill:ZOGLIN,击杀僵尸疣猪兽
KILL_SILVERFISH,goal,2,Kill Silverfish,kill:SILVERFISH,击杀蠹虫
KILL_GUARDIAN,goal,1,Kill Guardian,kill:GUARDIAN,击杀守卫者
KILL_GHAST,goal,1,Kill Ghast,kill:GHAST,击杀恶魂
KILL_BAT,goal,2,Kill Bat,kill:BAT,击杀蝙蝠
KILL_SNOW_GOLEM,goal,1,Kill Snow Golem,kill:SNOW_GOLEM,击杀雪傀儡
KILL_ELDER_GUARDIAN,goal,2,Kill Elder Guardian,kill:ELDER_GUARDIAN,击杀远古守卫者
KILL_WARDEN,goal,3,Kill Warden,kill:WARDEN,击杀监守者
KILL_7_UNIQUE_HOSTILE_MOBS,goal,1,Kill 7 Unique Hostile Mobs,kill-unique-hostile:7,击杀 7 种不同敌对生物
KILL_10_UNIQUE_HOSTILE_MOBS,goal,1,Kill 10 Unique Hostile Mobs,kill-unique-hostile:10,击杀 10 种不同敌对生物
KILL_13_UNIQUE_HOSTILE_MOBS,goal,2,Kill 13 Unique Hostile Mobs,kill-unique-hostile:13,击杀 13 种不同敌对生物
KILL_15_UNIQUE_HOSTILE_MOBS,goal,2,Kill 15 Unique Hostile Mobs,kill-unique-hostile:15,击杀 15 种不同敌对生物
KILL_30_UNDEAD_MOBS,goal,2,Kill 30 Undead Mobs,kill-undead:30,击杀 30 只亡灵生物
KILL_20_ARTHROPOD_MOBS,goal,2,Kill 20 Arthropod Mobs,kill-arthropod:20,击杀 20 只节肢生物
KILL_100_MOBS,goal,3,Kill 100 mobs,kill-total:100,击杀 100 只生物
OBTAIN_ALL_FURNACES,goal,1,Obtain every type of Furnace,"item:FURNACE,BLAST_FURNACE,SMOKER",获得所有熔炉类方块
OBTAIN_ALL_MINECARTS,goal,1,Obtain every type of Minecart,"item:MINECART,CHEST_MINECART,FURNACE_MINECART,HOPPER_MINECART,TNT_MINECART",获得所有矿车类型
OBTAIN_ALL_MUSHROOMS,goal,1,Obtain every type of Mushroom,"item:RED_MUSHROOM,BROWN_MUSHROOM,CRIMSON_FUNGUS,WARPED_FUNGUS",获得所有蘑菇和菌类
OBTAIN_ALL_PUMPKINS,goal,1,Obtain every type of Pumpkin,"item:PUMPKIN,CARVED_PUMPKIN,JACK_O_LANTERN",获得所有南瓜类物品
OBTAIN_ALL_TORCHES,goal,1,Obtain every type of Torch,"item:TORCH,SOUL_TORCH,REDSTONE_TORCH",获得所有火把类物品
OBTAIN_ALL_RAW_ORE_BLOCKS,goal,2,Obtain all Raw Ore Blocks,"item:RAW_IRON_BLOCK,RAW_GOLD_BLOCK,RAW_COPPER_BLOCK",获得所有粗矿块
OBTAIN_64_ARROWS,goal,1,Obtain 64 Arrows,item:ARROW*64,获得 64 支箭
OBTAIN_64_COARSE_DIRT,goal,1,Obtain 64 Coarse Dirt,item:COARSE_DIRT*64,获得 64 个砂土
OBTAIN_64_COLORED_WOOL,goal,2,Obtain 64 Colored Wool,item:WHITE_WOOL*64,获得 64 个彩色羊毛
OBTAIN_64_COLORED_CONCRETE,goal,2,Obtain 64 Colored Concrete,item:WHITE_CONCRETE*64,获得 64 个彩色混凝土
OBTAIN_6_UNIQUE_BUCKETS,goal,1,Obtain 6 Unique Buckets,"item:BUCKET,WATER_BUCKET,LAVA_BUCKET,MILK_BUCKET,POWDER_SNOW_BUCKET,TROPICAL_FISH_BUCKET",获得 6 种不同桶类物品
OBTAIN_4_UNIQUE_SAPLINGS,goal,1,Obtain 4 Unique Saplings,"item-unique:4:OAK_SAPLING,SPRUCE_SAPLING,BIRCH_SAPLING,JUNGLE_SAPLING,ACACIA_SAPLING,DARK_OAK_SAPLING,MANGROVE_PROPAGULE,CHERRY_SAPLING,PALE_OAK_SAPLING",获得 4 种不同树苗
OBTAIN_4_UNIQUE_SEEDS,goal,2,Obtain 4 Unique Seeds,"item:WHEAT_SEEDS,PUMPKIN_SEEDS,MELON_SEEDS,BEETROOT_SEEDS",获得 4 种不同种子
OBTAIN_6_UNIQUE_FLOWERS,goal,-1,Obtain 6 Unique Flowers,"item-unique:6:DANDELION,POPPY,BLUE_ORCHID,ALLIUM,AZURE_BLUET,RED_TULIP,ORANGE_TULIP,WHITE_TULIP,PINK_TULIP,OXEYE_DAISY,CORNFLOWER,LILY_OF_THE_VALLEY,WITHER_ROSE,TORCHFLOWER,PITCHER_PLANT,WILDFLOWERS,CACTUS_FLOWER,SUNFLOWER,LILAC,ROSE_BUSH,PEONY,FLOWERING_AZALEA",获得 6 种不同花朵
OBTAIN_7_UNIQUE_WORKSTATIONS,goal,1,Obtain 7 Unique Workstations,"item:CRAFTING_TABLE,FURNACE,BLAST_FURNACE,SMOKER,LOOM,STONECUTTER,CARTOGRAPHY_TABLE",获得 7 种不同工作站方块
OBTAIN_ANY_FROGLIGHT,goal,10,Obtain Any Froglight,"item-unique:1:OCHRE_FROGLIGHT,PEARLESCENT_FROGLIGHT,VERDANT_FROGLIGHT",获得任意一种蛙鸣灯
OBTAIN_PERFECT_DIAMOND_PICKAXE,goal,10,Obtain Perfect Diamond Pickaxe,"enchanted-item:DIAMOND_PICKAXE:fortune*3,mending*1,unbreaking*3,efficiency*5",获得时运 III、经验修补、耐久 III、效率 V 的钻石镐
EAT_5_UNIQUE_FOOD,goal,1,Eat 5 Unique Foods,consume-unique:5,吃下 5 种不同食物
EAT_10_UNIQUE_FOOD,goal,1,Eat 10 Unique Foods,consume-unique:10,吃下 10 种不同食物
EAT_15_UNIQUE_FOOD,goal,2,Eat 15 Unique Foods,consume-unique:15,吃下 15 种不同食物
EAT_20_UNIQUE_FOOD,goal,3,Eat 20 Unique Foods,consume-unique:20,吃下 20 种不同食物
EAT_25_UNIQUE_FOOD,goal,4,Eat 25 Unique Foods,consume-unique:25,吃下 25 种不同食物
EAT_ALL_SOUPS,goal,2,Eat every type of Soup,"consume-all:MUSHROOM_STEW,RABBIT_STEW,BEETROOT_SOUP,SUSPICIOUS_STEW",喝下所有汤类食物
EAT_BEETROOT_SOUP,goal,1,Eat Beetroot Soup,consume:BEETROOT_SOUP,喝下甜菜汤
EAT_CHORUS_FRUIT,goal,-1,Eat Chorus Fruit,consume:CHORUS_FRUIT,吃下紫颂果
EAT_COOKIE,goal,-1,Eat Cookie,consume:COOKIE,吃下曲奇
EAT_GLOW_BERRY,goal,1,Eat Glow Berry,consume:GLOW_BERRIES,吃下发光浆果
EAT_POISONOUS_POTATO,goal,-1,Eat Poisonous Potato,consume:POISONOUS_POTATO,吃下毒马铃薯
EAT_PUMPKIN_PIE,goal,2,Eat Pumpkin Pie,consume:PUMPKIN_PIE,吃下南瓜派
EAT_RABBIT_STEW,goal,1,Eat Rabbit Stew,consume:RABBIT_STEW,喝下兔肉煲
EAT_SUSPICIOUS_STEW,goal,1,Eat Suspicious Stew,consume:SUSPICIOUS_STEW,喝下谜之炖菜
DRINK_HONEY_BOTTLE,goal,1,Drink Honey Bottle,consume:HONEY_BOTTLE,喝下蜂蜜瓶
DRINK_WATER_BOTTLE,goal,1,Drink Water Bottle,consume-potion:WATER,喝下一瓶水
ENTER_NETHER,goal,2,Enter Nether,advancement:story/enter_the_nether,获得勇往直下进度
ENTER_END,goal,3,Enter The End,advancement:end/root,获得末地进度
GET_EYE_SPY_ADVANCEMENT,goal,2,Find a Stronghold,advancement:story/follow_ender_eye,获得隔墙有眼进度
GET_WHAT_A_DEAL_ADVANCEMENT,goal,1,"Obtain ""What a Deal!"" Advancement",advancement:adventure/trade,获得成交！进度
GET_OH_SHINY_ADVANCEMENT,goal,1,"Obtain ""Oh Shiny"" Advancement",advancement:nether/distract_piglin,获得金光闪闪进度
GET_SNIPER_DUEL_ADVANCEMENT,goal,2,"Obtain ""Sniper Duel"" Advancement",advancement:adventure/sniper_duel,获得狙击手的对决进度
GET_BULLSEYE_ADVANCEMENT,goal,2,"Obtain ""Bullseye"" Advancement",advancement:adventure/bullseye,获得正中靶心进度
GET_HIRED_HELP_ADVANCEMENT,goal,2,Construct an Iron Golem,advancement:adventure/summon_iron_golem,获得招募援兵进度
GET_THIS_BOAT_HAS_LEGS_ADVANCEMENT,goal,2,"Obtain ""This Boat Has Legs"" Advancement",advancement:nether/ride_strider,获得画船添足进度
GET_NOT_QUITE_NINE_LIVES_ADVANCEMENT,goal,2,"Obtain ""Not Quite Nine Lives"" Advancement",advancement:nether/charge_respawn_anchor,获得锚没有九条命进度
GET_A_COMPLETE_CATALOGUE_ADVANCEMENT,goal,20,"Obtain ""A Complete Catalogue"" Advancement",advancement:husbandry/complete_catalogue,获得百猫全书进度
GET_THE_WHOLE_PACKAGE_ADVANCEMENT,goal,30,"Obtain ""The Whole Package"" Advancement",advancement:husbandry/whole_pack,获得群狼聚首进度
GET_WITH_OUR_POWERS_COMBINED_ADVANCEMENT,goal,20,"Obtain ""With Our Powers Combined!"" Advancement",advancement:husbandry/froglights,获得相映生辉！进度
GET_BEACONATOR_ADVANCEMENT,goal,30,"Obtain ""Beaconator"" Advancement",advancement:nether/create_full_beacon,获得信标工程师进度
GET_FEELS_LIKE_HOME_ADVANCEMENT,goal,3,"Obtain ""Feels Like Home"" Advancement",advancement:nether/ride_strider_in_overworld_lava,获得温暖如家进度
GET_COVER_ME_IN_DEBRIS_ADVANCEMENT,goal,10,"Obtain ""Cover Me in Debris"" Advancement",advancement:nether/netherite_armor,获得残骸裹身进度
GET_ZOMBIE_DOCTOR_ADVANCEMENT,goal,3,"Obtain ""Zombie Doctor"" Advancement",advancement:story/cure_zombie_villager,获得僵尸科医生进度
GET_STAR_TRADER_ADVANCEMENT,goal,3,"Obtain ""Star Trader"" Advancement",advancement:adventure/trade_at_world_height,获得星际商人进度
GET_ABSORPTION_STATUS_EFFECT,goal,-1,Get Absorption,effect:absorption,获得伤害吸收
GET_BAD_OMEN_STATUS_EFFECT,goal,-1,Get Bad Omen,effect:bad_omen,获得不祥之兆
GET_GLOWING_STATUS_EFFECT,goal,2,Get Glowing,effect:glowing,获得发光
GET_JUMP_BOOST_STATUS_EFFECT,goal,-1,Get Jump Boost,effect:jump_boost,获得跳跃提升
GET_LEVITATION_STATUS_EFFECT,goal,3,Get Levitation,effect:levitation,获得飘浮
GET_MINING_FATIGUE_STATUS_EFFECT,goal,1,Get Mining Fatigue,effect:mining_fatigue,获得挖掘疲劳
GET_NAUSEA_STATUS_EFFECT,goal,1,Get Nausea,effect:nausea,获得反胃
GET_POISON_STATUS_EFFECT,goal,1,Get Poison,effect:poison,获得中毒
GET_WEAKNESS_STATUS_EFFECT,goal,1,Get Weakness,effect:weakness,获得虚弱
REMOVE_STATUS_EFFECT_USING_MILK,goal,1,Remove Effect using Milk Bucket,consume:MILK_BUCKET,使用牛奶桶清除状态效果
GET_10_ADVANCEMENTS,goal,1,Get 10 Advancements,advancement-count:10,获得 10 个进度
GET_20_ADVANCEMENTS,goal,1,Get 20 Advancements,advancement-count:20,获得 20 个进度
GET_30_ADVANCEMENTS,goal,2,Get 30 Advancements,advancement-count:30,获得 30 个进度
REACH_EXP_LEVEL_10,goal,1,Reach XP level 10,level:10,达到 10 级经验等级
REACH_EXP_LEVEL_20,goal,1,Reach XP level 20,level:20,达到 20 级经验等级
REACH_HEIGHT_LIMIT,goal,2,Reach height limit,location:height-limit,到达高度上限
REACH_BEDROCK,goal,1,Reach Bedrock,location:bedrock,到达基岩层
REACH_NETHER_ROOF,goal,2,Get on Nether Roof,location:nether-roof,到达下界顶部
EMPTY_HUNGER_BAR,goal,2,Empty Hunger Bar,hunger:empty,清空饥饿条
USE_STONECUTTER,goal,1,Use Stonecutter,use-block:STONECUTTER,使用切石机
USE_ANVIL,goal,-1,Use Anvil,use-block:ANVIL,使用铁砧
USE_ENCHANTING_TABLE,goal,2,Use Enchanting Table,use-block:ENCHANTING_TABLE,使用附魔台
USE_GRINDSTONE,goal,-1,Use Grindstone,use-block:GRINDSTONE,使用砂轮
USE_LOOM,goal,1,Use Loom to design a Banner,use-block:LOOM,使用织布机设计旗帜
USE_SMITHING_TABLE,goal,2,Use Smithing Table,use-block:SMITHING_TABLE,使用锻造台
USE_CAULDRON,goal,1,Use Cauldron to wash something,use-block:CAULDRON,使用炼药锅清洗物品
USE_COMPOSTER,goal,1,Fill Composter and get Bone Meal,use-block:COMPOSTER,将堆肥桶填满并获得骨粉
USE_JUKEBOX,goal,2,Play a Music Disc in Jukebox,use-block:JUKEBOX,使用唱片机播放唱片
CRAFT_20_UNIQUE_ITEMS,goal,1,Craft 20 Unique Items,craft-unique:20,合成 20 种不同物品
CRAFT_50_UNIQUE_ITEMS,goal,2,Craft 50 Unique Items,craft-unique:50,合成 50 种不同物品
CRAFT_100_UNIQUE_ITEMS,goal,3,Craft 100 Unique Items,craft-unique:100,合成 100 种不同物品
FISH_TREASURE,goal,2,Fish up Treasure Loot,fish-treasure,钓鱼获得一件宝藏物品
SPY_ON_20_UNIQUE_MOBS,goal,5,Spy on 20 Unique Mobs,spy-unique:20,用望远镜观察 20 种不同生物
WEAR_CARVED_PUMPKIN_5_MINUTES,goal,3,Wear Carved Pumpkin for 5 Minutes,wear-continuous:CARVED_PUMPKIN:300,连续戴南瓜头 5 分钟
LEVEL_UP_VILLAGER_TO_MASTER,goal,3,Level a Villager to Master,villager-max-level,将一个村民升到满级
TAKE_200_DAMAGE,goal,1,Take 200 damage,damage-taken:200,承受 200 点伤害
DEAL_400_DAMAGE,goal,2,Deal 400 damage,damage-dealt:400,造成 400 点伤害
DIE_BY_DROWNING,goal,1,Die by Drowning,death-cause:DROWNING,溺水身亡
DIE_BY_CACTUS,goal,1,Die to Cactus,death-cause:CONTACT,被仙人掌刺死
DIE_BY_MAGIC,goal,2,Die by Magic,death-cause:MAGIC,死于魔法伤害
DIE_TO_VOID,goal,2,Die by falling in Void,death-cause:VOID,跌入虚空死亡
FREEZE_TO_DEATH,goal,2,Die by Freezing,death-cause:FREEZE,冻死
DIE_TO_POLAR_BEAR,goal,1,Die to Polar Bear,death-attacker:POLAR_BEAR,死于北极熊
DIE_TO_PUFFERFISH,goal,1,Die to Pufferfish,death-attacker:PUFFERFISH,死于河豚
DIE_TO_WARDEN,goal,2,Die to Warden,death-attacker:WARDEN,死于监守者
DEATH_BY_TRIDENT,goal,3,Die to Trident,death-projectile:TRIDENT,死于三叉戟
WEAR_UNIQUE_COLORED_LEATHER_ARMOR,goal,2,"Wear Full Leather Armor, in different colors",equipment-unique-leather-colors:4,穿齐 4 种不同颜色的皮革盔甲
KILL_WITHER,goal,10,Kill Wither,kill:WITHER,击杀凋零
BREED_TRADER_LLAMA,goal,5,Breed Trader Llama,breed:TRADER_LLAMA,繁殖行商羊驼
OBTAIN_EXCLUSIVE_TRIM,goal,3,"Obtain Wayfinder, Raiser, Shaper or Host Armor Trim","item-unique:1:WAYFINDER_ARMOR_TRIM_SMITHING_TEMPLATE,RAISER_ARMOR_TRIM_SMITHING_TEMPLATE,SHAPER_ARMOR_TRIM_SMITHING_TEMPLATE,HOST_ARMOR_TRIM_SMITHING_TEMPLATE",获得向导/牧民/塑造/雇主盔甲纹饰之一
OBTAIN_5_UNIQUE_DISCS,goal,3,Obtain 5 Unique Music Discs,"item-unique:5:MUSIC_DISC_13,MUSIC_DISC_CAT,MUSIC_DISC_BLOCKS,MUSIC_DISC_CHIRP,MUSIC_DISC_FAR,MUSIC_DISC_MALL,MUSIC_DISC_MELLOHI,MUSIC_DISC_STAL,MUSIC_DISC_STRAD,MUSIC_DISC_WARD,MUSIC_DISC_11,MUSIC_DISC_WAIT,MUSIC_DISC_OTHERSIDE,MUSIC_DISC_RELIC,MUSIC_DISC_5,MUSIC_DISC_PIGSTEP,MUSIC_DISC_CREATOR,MUSIC_DISC_CREATOR_MUSIC_BOX,MUSIC_DISC_PRECIPICE,MUSIC_DISC_LAVA_CHICKEN,MUSIC_DISC_TEARS",获得 5 个独特的唱片
OBTAIN_8_UNIQUE_DISCS,goal,7,Obtain 8 Unique Music Discs,"item-unique:8:MUSIC_DISC_13,MUSIC_DISC_CAT,MUSIC_DISC_BLOCKS,MUSIC_DISC_CHIRP,MUSIC_DISC_FAR,MUSIC_DISC_MALL,MUSIC_DISC_MELLOHI,MUSIC_DISC_STAL,MUSIC_DISC_STRAD,MUSIC_DISC_WARD,MUSIC_DISC_11,MUSIC_DISC_WAIT,MUSIC_DISC_OTHERSIDE,MUSIC_DISC_RELIC,MUSIC_DISC_5,MUSIC_DISC_PIGSTEP,MUSIC_DISC_CREATOR,MUSIC_DISC_CREATOR_MUSIC_BOX,MUSIC_DISC_PRECIPICE,MUSIC_DISC_LAVA_CHICKEN,MUSIC_DISC_TEARS",获得 8 个独特的唱片
OBTAIN_ANY_HORSE_ARMOR,goal,2,Obtain any Horse Armor,"item-unique:1:LEATHER_HORSE_ARMOR,COPPER_HORSE_ARMOR,IRON_HORSE_ARMOR,GOLDEN_HORSE_ARMOR,DIAMOND_HORSE_ARMOR,NETHERITE_HORSE_ARMOR",获得任一一种马铠
GET_REVAULTING_ADVANCEMENT,goal,5,"Obtain ""Revaulting"" Advancement",advancement:adventure/revaulting,获得宝经磨炼进度
GET_HOT_TOURIST_DESTINATIONS,goal,2,"Obtain ""Hot Tourist Destinations"" Advancement",advancement:nether/explore_nether,获得热门景点进度
GET_HERO_OF_THE_VILLAGE,goal,5,"Obtain ""Hero of the Village"" Advancement",advancement:adventure/hero_of_the_village,获得村庄英雄进度
GET_SQUAD_HOPS_INTO_TOWN,goal,4,"Obtain ""When the Squad Hops into Town"" Advancement",advancement:husbandry/leash_all_frog_variants,获得呱呱队出动进度
EXPOSED_CHISELED_COPPER,block,1,,,斑驳的雕纹铜块
EXPOSED_COPPER,block,1,,,斑驳的铜块
EXPOSED_COPPER_DOOR,block,1,,,斑驳的铜门
EXPOSED_COPPER_GRATE,block,1,,,斑驳的铜格栅
OXIDIZED_CHISELED_COPPER,block,1,,,氧化的雕纹铜块
OXIDIZED_COPPER,block,1,,,氧化的铜块
OXIDIZED_COPPER_BARS,block,1,,,氧化的铜栏杆
OXIDIZED_COPPER_BULB,block,1,,,氧化的铜灯
OXIDIZED_COPPER_CHAIN,block,1,,,氧化的铜链
OXIDIZED_COPPER_CHEST,block,1,,,氧化的铜箱子
OXIDIZED_COPPER_DOOR,block,1,,,氧化的铜门
OXIDIZED_COPPER_GOLEM_STATUE,block,1,,,氧化的铜傀儡像
OXIDIZED_COPPER_GRATE,block,1,,,氧化的铜格栅
OXIDIZED_COPPER_LANTERN,block,1,,,氧化的铜灯笼
OXIDIZED_COPPER_TRAPDOOR,block,1,,,氧化的铜活板门
OXIDIZED_CUT_COPPER,block,1,,,氧化的切制铜块
OXIDIZED_CUT_COPPER_SLAB,block,1,,,氧化的切制铜台阶
OXIDIZED_CUT_COPPER_STAIRS,block,1,,,氧化的切制铜楼梯
OXIDIZED_LIGHTNING_ROD,block,1,,,氧化的避雷针
WAXED_OXIDIZED_CHISELED_COPPER,block,1,,,涂蜡的氧化雕纹铜块
WAXED_OXIDIZED_COPPER,block,1,,,涂蜡的氧化铜块
WAXED_OXIDIZED_COPPER_BARS,block,1,,,涂蜡的氧化铜栏杆
WAXED_OXIDIZED_COPPER_BULB,block,1,,,涂蜡的氧化铜灯
WAXED_OXIDIZED_COPPER_CHAIN,block,1,,,涂蜡的氧化铜链
WAXED_OXIDIZED_COPPER_CHEST,block,1,,,涂蜡的氧化铜箱子
WAXED_OXIDIZED_COPPER_DOOR,block,1,,,涂蜡的氧化铜门
WAXED_OXIDIZED_COPPER_GOLEM_STATUE,block,1,,,涂蜡的氧化铜傀儡像
WAXED_OXIDIZED_COPPER_GRATE,block,1,,,涂蜡的氧化铜格栅
WAXED_OXIDIZED_COPPER_LANTERN,block,1,,,涂蜡的氧化铜灯笼
WAXED_OXIDIZED_COPPER_TRAPDOOR,block,1,,,涂蜡的氧化铜活板门
WAXED_OXIDIZED_CUT_COPPER,block,1,,,涂蜡的氧化切制铜块
WAXED_OXIDIZED_CUT_COPPER_SLAB,block,1,,,涂蜡的氧化切制铜台阶
WAXED_OXIDIZED_CUT_COPPER_STAIRS,block,1,,,涂蜡的氧化切制铜楼梯
WAXED_OXIDIZED_LIGHTNING_ROD,block,1,,,涂蜡的氧化避雷针
WAXED_WEATHERED_CHISELED_COPPER,block,1,,,涂蜡的锈蚀雕纹铜块
WAXED_WEATHERED_COPPER,block,1,,,涂蜡的锈蚀铜块
WAXED_WEATHERED_COPPER_BARS,block,1,,,涂蜡的锈蚀铜栏杆
WAXED_WEATHERED_COPPER_BULB,block,1,,,涂蜡的锈蚀铜灯
WAXED_WEATHERED_COPPER_CHAIN,block,1,,,涂蜡的锈蚀铜链
WAXED_WEATHERED_COPPER_CHEST,block,1,,,涂蜡的锈蚀铜箱子
WAXED_WEATHERED_COPPER_DOOR,block,1,,,涂蜡的锈蚀铜门
WAXED_WEATHERED_COPPER_GOLEM_STATUE,block,1,,,涂蜡的锈蚀铜傀儡像
WAXED_WEATHERED_COPPER_GRATE,block,1,,,涂蜡的锈蚀铜格栅
WAXED_WEATHERED_COPPER_LANTERN,block,1,,,涂蜡的锈蚀铜灯笼
WAXED_WEATHERED_COPPER_TRAPDOOR,block,1,,,涂蜡的锈蚀铜活板门
WAXED_WEATHERED_CUT_COPPER,block,1,,,涂蜡的锈蚀切制铜块
WAXED_WEATHERED_CUT_COPPER_SLAB,block,1,,,涂蜡的锈蚀切制铜台阶
WAXED_WEATHERED_CUT_COPPER_STAIRS,block,1,,,涂蜡的锈蚀切制铜楼梯
WAXED_WEATHERED_LIGHTNING_ROD,block,1,,,涂蜡的锈蚀避雷针
WEATHERED_CHISELED_COPPER,block,1,,,锈蚀的雕纹铜块
WEATHERED_COPPER,block,1,,,锈蚀的铜块
WEATHERED_COPPER_BARS,block,1,,,锈蚀的铜栏杆
WEATHERED_COPPER_BULB,block,1,,,锈蚀的铜灯
WEATHERED_COPPER_CHAIN,block,1,,,锈蚀的铜链
